Summary_file = csu-N09.sum
Title = south plots
      year     month       day day_month         period          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)          sw_dep(8)          sw_dep(9)         sw_dep(10)         sw_dep(11)         sw_dep(12)         sw_dep(13)         sw_dep(14)         sw_dep(15)         sw_dep(16)         sw_dep(17)         sw_dep(18)         sw_dep(19)         sw_dep(20)             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)            no3(11)            no3(12)            no3(13)            no3(14)            no3(15)            no3(16)            no3(17)            no3(18)            no3(19)            no3(20)             nh4(1)             nh4(2)             nh4(3)             nh4(4)             nh4(5)             nh4(6)             nh4(7)             nh4(8)             nh4(9)            nh4(10)            nh4(11)            nh4(12)            nh4(13)            nh4(14)            nh4(15)            nh4(16)            nh4(17)            nh4(18)            nh4(19)            nh4(20)        no3_025       no3_2590        nh4_025       nh4_2590     sw_dep_025    sw_dep_2590   sw_dep_90180        no3_030       no3_3080        nh4_030       nh4_3080     sw_dep_030    sw_dep_3080           rain           W_ep           L_ep           C_ep          swdep             es         runoff          drain             eo              h       drain_25       drain_90       leach_25       leach_90       cum_rain         cum_ET      cum_drain          cum_E          cum_T          no3()          nh4()      nit_tot()      leach_no3         urea()       biom_n()        fom_n()        hum_n() sum@soiln2.dnit[] sum@soiln2.dlt_n_min[]      residue_n     residue_wt  residue_cover  L_dlt_n_fixed  C_dlt_n_fixed       W_plantn        W_topsn    L_biomass_n     L_n_uptake    C_biomass_n     C_n_uptake    cum_nmin010   cum_nmin1020   cum_nmin2030        no3_010        nh4_010      fom_n_010     biom_n_010      hum_n_010     no3_sol_20     no3_sol_30     no3_sol_50     no3_sol_90       drain180
    (year)   (month)     (day)     (day)             ()               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()            (?)            (?)            (?)            (?)           (mm)            (?)            (?)            (?)            (?)           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)            (?)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)               (?)                    (?)        (kg/ha)        (kg/ha)      (m^2/m^2)            (?)            (?)        (kg/ha)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()             ()             ()             ()             ()             ()             ()         (ug/g)         (ug/g)         (ug/g)         (ug/g)             ()
      1997         2        53        22          9.000              5.752             11.963             17.450             24.069             24.786             28.264             43.888             63.550             64.515             66.512             65.009             69.397             69.565             67.476             69.739             67.656             68.737             69.833             52.394             17.466              1.154              1.438              1.914              2.828              3.459              5.402             16.293             36.364             41.633             38.847             31.136             25.458             18.279             13.763             11.675              9.050              6.905              5.108              3.026              0.932              0.585              1.224              2.993              1.382              0.853              0.406              0.327              0.150              0.092              0.058              0.039              0.015              0.006              0.004              0.003              0.004              0.003              0.003              0.002              0.001          7.334         82.334          6.184          1.782         59.234        192.745        302.741          9.064         59.788          6.610          1.309         71.627        148.095              ?              ?              ?              ?        968.020              ?              ?              ?              ?          0.000        265.909        130.874         93.178         81.235        463.600        244.866         55.208         99.763        145.103        274.664          8.149       6521.285              ?          0.000        188.682         28.538       6021.253                 ?                      ?         51.874       4039.007          0.554              ?              ?          0.000          0.000          8.224          8.224          0.000          0.000         21.160          6.744          4.077          3.230          2.807          3.857         89.600       1231.163         11.750         13.954         37.125         64.532         81.416
      1997         3        68         9          9.000              1.338              9.468             15.907             20.561             20.829             22.942             38.669             57.903             61.536             63.782             62.836             67.455             67.915             65.864             68.467             66.338             67.596             68.840             51.684             17.231              2.596              6.068              8.800              6.288              5.629              6.999             18.551             34.441             39.733             37.004             29.577             23.801             17.053             13.291             11.308              8.809              6.832              5.121              3.045              0.940              0.308              1.215              4.218              0.962              0.501              0.236              0.242              0.103              0.061              0.042              0.033              0.010              0.003              0.002              0.002              0.002              0.002              0.002              0.002              0.001         23.752         85.487          6.703          1.112         47.274        171.111        292.756         26.566         62.806          6.953          0.831         57.688        129.928              ?              ?              ?              ?        917.162              ?              ?              ?              ?          0.000        265.894        131.428         93.178         81.660        472.300        292.974         66.662        113.268        179.706        285.890          7.949       6523.294              ?          0.000        183.623         27.219       6018.612                 ?                      ?         54.832       4350.167          0.581              ?              ?          0.000          0.000          3.047          3.047          0.000          0.000         30.675         10.856          6.495         11.597          2.929          3.954         86.471       1229.843         30.583         27.027         47.973         64.569         85.588
      1997         3        83        24          9.000              1.283              6.776             14.691             19.845             20.092             21.781             34.424             53.218             58.408             60.752             60.285             65.894             66.991             65.161             67.887             65.704             67.003             68.282             51.265             17.091              4.541              7.798             15.336              9.211              7.320              8.284             20.110             34.927             39.984             37.233             29.759             23.716             16.889             13.029             11.078              8.625              6.719              5.059              3.007              0.936              0.452              0.615              4.087              0.899              0.486              0.253              0.262              0.121              0.072              0.051              0.040              0.013              0.004              0.002              0.002              0.002              0.002              0.002              0.002              0.001         36.886         90.633          6.053          1.158         42.595        158.719        283.126         40.546         66.981          6.296          0.879         52.641        119.469              ?              ?              ?              ?        886.834              ?              ?              ?              ?          0.000        265.894        131.201         93.245         81.602        472.300        319.071         70.890        116.043        203.028        303.562          7.368       6527.811              ?          0.000        177.805         22.708       6016.368                 ?                      ?         55.073       4396.925          0.585              ?              ?          0.000          0.000          3.974          3.974          0.000          0.000         36.291         14.337          8.520         17.451          2.429          3.579         83.197       1228.911         46.415         36.430         58.417         68.456         86.189
      1997         4        98         8          9.000              1.282              5.000             12.224             16.468             16.930             18.248             30.574             46.346             53.949             55.903             54.292             59.971             63.772             64.215             67.324             65.205             66.588             67.911             50.993             17.001              6.210              7.064             18.251             11.214              8.524              9.235             20.879             35.310             40.164             37.384             29.918             23.881             16.942             12.829             10.921              8.498              6.640              5.017              2.983              0.935              0.519              0.542              2.206              0.392              0.190              0.106              0.118              0.046              0.025              0.024              0.018              0.010              0.005              0.003              0.002              0.003              0.003              0.002              0.002              0.001         42.739         94.030          3.659          0.472         34.974        139.072        260.913         47.001         69.686          3.754          0.365         43.439        103.633              ?              ?              ?              ?        834.196              ?              ?              ?              ?          0.000        265.894        131.195         93.363         81.673        474.100        371.072         73.326        119.402        251.670        312.798          4.215       6532.318              ?          0.000        175.587         24.227       6015.490                 ?                      ?         55.381       4440.446          0.589              ?              ?          0.000          0.000          5.913          5.913          0.000          0.000         37.724         15.411          9.421         19.358          1.796          4.089         82.308       1228.665         68.094         50.350         68.289         74.449         85.469
      1997         4       113        23          9.000              1.275              3.841             12.154             16.293             16.304             16.721             28.155             45.304             53.325             55.175             53.608             59.031             61.459             63.503             66.862             64.778             66.230             67.596             50.764             16.925              7.754              6.000             18.283             11.774              8.786              9.497             21.027             35.328             40.093             37.284             29.857             23.832             17.048             12.706             10.849              8.419              6.587              4.990              2.969              0.935              0.536              0.580              1.792              0.376              0.170              0.087              0.087              0.038              0.025              0.017              0.014              0.007              0.005              0.003              0.003              0.003              0.003              0.003              0.002              0.001         43.811         94.685          3.284          0.394         33.563        133.146        255.936         48.204         70.245          3.369          0.297         41.715         98.332              ?              ?              ?              ?        819.303              ?              ?              ?              ?          0.000        265.894        131.195         93.483         81.748        474.100        384.339         74.954        120.641        263.698        314.018          3.750       6536.625              ?          0.000        175.169         28.492       6015.193                 ?                      ?         56.320       4576.744          0.600              ?              ?          0.000          0.000          6.942          6.942          0.000          0.000         38.223         15.568          9.540         19.848          1.713          4.753         81.993       1228.577         72.264         53.885         74.683         75.186         84.519
      1997         5       125         5          9.000              1.277              3.338             11.941             16.292             16.292             16.640             27.466             44.742             53.039             54.810             53.303             58.651             60.694             63.101             66.580             64.506             65.994             67.382             50.607             16.872              8.697              5.625             18.064             12.176              8.951              9.624             20.991             35.398             40.102             37.301             29.859             23.856             17.227             12.646             10.814              8.390              6.563              4.980              2.965              0.938              0.535              0.593              1.540              0.371              0.177              0.098              0.102              0.039              0.026              0.016              0.014              0.006              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         44.562         95.015          3.039          0.429         32.848        131.660        253.978         49.037         70.488          3.128          0.327         40.994         96.994              ?              ?              ?              ?        813.526              ?              ?              ?              ?          0.000        265.894        131.195         93.581         81.805        474.100        389.161         75.908        121.358        267.803        315.168          3.537       6540.959              ?          0.000        175.009         32.233       6015.011                 ?                      ?         57.540       4760.242          0.614              ?              ?          0.000          0.000          7.166          7.166          0.000          0.000         38.599         15.683          9.614         20.343          1.641          5.253         81.772       1228.511         74.737         54.940         76.428         75.608         83.860
      1997         5       126         6         10.000              4.606              4.859             11.940             16.291             16.292             16.639             27.446             44.695             53.017             54.781             53.279             58.622             60.643             63.073             66.560             64.486             65.976             67.366             50.595             16.868              6.899              7.581             18.065             12.208              8.965              9.634             20.986             35.405             40.103             37.303             29.860             23.859             17.242             12.642             10.812              8.389              6.562              4.980              2.965              0.938              0.425              0.626              1.521              0.370              0.177              0.098              0.103              0.039              0.026              0.016              0.014              0.006              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         44.753         95.041          2.942          0.430         37.696        131.580        253.833         49.236         70.507          3.030          0.329         45.842         96.926              ?              ?              ?              ?        818.034              ?              ?              ?              ?          0.000          0.000          0.000          0.009          0.004          5.600          1.022          0.069          0.464          0.558        315.400          3.442       6541.811              ?          0.000        175.412         32.545       6015.012                 ?                      ?         57.177       4738.143          0.612              ?              ?          0.000          0.000          7.205          7.205          0.000          0.000         38.780         15.691          9.619         20.502          1.558          5.289         82.076       1228.515         74.936         55.027         76.463         75.642         -0.050
      1997         5       141        21         10.000              7.483             15.133             19.679             26.359             26.270             24.848             27.452             44.651             52.999             54.753             53.259             58.607             61.148             62.761             66.294             64.217             65.736             67.144             50.430             16.813              0.422              2.479             11.251             21.213             19.023             15.562             20.923             35.463             40.109             37.308             29.857             23.889             17.417             12.613             10.781              8.371              6.556              4.982              2.970              0.943              0.178              0.636              1.639              0.561              0.256              0.158              0.104              0.030              0.022              0.015              0.012              0.006              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         35.365        111.026          3.014          0.559         68.654        149.721        254.266         44.876         81.460          3.142          0.420         81.789        110.086              ?              ?              ?              ?        866.039              ?              ?              ?              ?          0.000         19.421          0.000         15.527          0.064         78.600         25.113          0.972          6.793         18.320        322.132          3.638       6551.059              ?          0.000        177.454         33.667       6014.168                 ?                      ?         54.141       4572.524          0.599              ?              ?          0.000          0.000          8.388          8.388          0.000          0.000         43.847         17.030         10.107          6.651          1.360          4.886         83.065       1227.952         80.479         72.412         76.216         75.680         -0.672
      1997         6       156         5         10.000              5.685             11.534             16.940             21.947             22.073             23.725             27.568             44.649             53.000             54.752             53.261             58.629             61.588             62.573             66.096             64.003             65.539             66.959             50.291             16.767              1.297              4.090             14.069             22.443             19.538             16.659             20.965             35.504             40.112             37.309             29.851             23.918             17.555             12.615             10.760              8.358              6.559              4.997              2.983              0.950              0.321              0.854              1.748              0.478              0.275              0.184              0.096              0.029              0.020              0.015              0.012              0.006              0.005              0.003              0.003              0.003              0.003              0.003              0.002              0.001         41.899        112.722          3.401          0.594         56.106        144.515        254.730         51.668         82.897          3.539          0.447         67.143        106.979              ?              ?              ?              ?        847.579              ?              ?              ?              ?          0.000         19.637          0.000         15.855          0.124         89.600         53.869          1.677         12.857         41.012        330.532          4.059       6560.112              ?          0.000        178.786         33.542       6013.192                 ?                      ?         51.150       4358.207          0.582              ?              ?          0.000          0.000          9.888          9.888          0.000          0.000         48.909         18.637         11.161         10.077          1.758          4.713         83.234       1227.334        102.259         88.514         76.051         75.683         -1.135
      1997         6       171        20         10.000              1.289              7.425             14.944             20.190             20.349             21.879             27.585             44.647             53.001             54.751             53.263             58.660             61.834             62.436             65.941             63.828             65.374             66.802             50.172             16.727              2.149              5.633             15.136             21.055             18.161             15.654             20.952             34.717             39.444             36.230             29.169             22.904             15.690             12.615             10.748              8.349              6.562              5.015              3.001              0.958              0.118              0.567              1.353              0.379              0.229              0.151              0.084              0.026              0.017              0.014              0.010              0.006              0.005              0.003              0.003              0.003              0.003              0.003              0.002              0.001         43.973        109.206          2.417          0.498         43.848        140.960        255.008         53.054         80.403          2.532          0.375         54.023        104.285              ?              ?              ?              ?        831.098              ?              ?              ?              ?          0.000         19.637          0.000         16.013          0.191         95.600         75.778          2.250         22.514         53.264        324.143          2.975       6559.920              ?          0.000        180.385         39.896       6012.521                 ?                      ?         53.386       4366.509          0.582              ?              ?          0.000          0.000          3.656          3.656          0.000          0.000         52.150         19.947         12.031         12.827          1.136          5.611         83.617       1226.955        104.283         89.245         75.954         74.422         -1.511
      1997         7       186         5         10.000              1.281              6.437             14.937             20.190             20.335             21.816             27.597             44.645             53.002             54.750             53.265             58.700             62.068             62.329             65.813             63.681             65.233             66.666             50.069             16.693              3.008              5.961             16.644             21.615             18.583             16.181             20.993             34.740             39.426             36.228             29.143             22.920             15.832             12.605             10.739              8.343              6.566              5.033              3.020              0.966              0.004              0.348              1.019              0.350              0.220              0.145              0.066              0.025              0.014              0.013              0.009              0.006              0.005              0.003              0.003              0.003              0.003              0.003              0.002              0.001         47.228        110.210          1.721          0.463         42.845        140.894        255.284         56.520         81.206          1.831          0.346         53.013        104.226              ?              ?              ?              ?        829.509              ?              ?              ?              ?          0.000         19.637          0.000         16.165          0.266        105.200         86.492          2.726         33.112         53.380        328.547          2.241       6571.769              ?          0.000        183.006         45.697       6012.279                 ?                      ?         52.998       4285.840          0.576              ?              ?          0.000          0.000          2.066          2.066          0.000          0.000         53.402         20.811         12.613         14.517          0.692          6.571         84.291       1226.848        107.059         91.382         76.067         74.385         -1.830
      1997         7       201        20         10.000              1.274              4.998             13.686             18.844             19.114             20.437             27.608             44.640             53.003             54.743             53.266             58.717             61.693             62.231             65.704             63.555             65.111             66.548             49.979             16.663              4.193              5.272             17.945             22.257             19.052             16.700             21.063             34.774             39.414             36.240             29.127             22.954             15.987             12.600             10.734              8.339              6.572              5.051              3.039              0.974              0.065              0.268              0.847              0.331              0.219              0.154              0.060              0.028              0.015              0.015              0.010              0.007              0.006              0.003              0.003              0.003              0.003              0.003              0.002              0.001         49.667        111.296          1.511          0.468         38.802        138.301        254.921         59.193         82.063          1.620          0.352         48.359        102.242              ?              ?              ?              ?        821.814              ?              ?              ?              ?          0.000         19.637          0.000         16.330          0.341        108.300         96.882          3.133         37.682         59.200        332.285          2.041       6577.644              ?          0.000        184.288         46.983       6012.046                 ?                      ?         53.050       4287.413          0.576              ?              ?          0.000          0.000          3.132          3.132          0.000          0.000         54.117         21.650         13.211         15.447          0.615          6.975         84.148       1226.761        118.110         99.676         76.293         74.362         -2.118
      1997         8       216         4         10.000              1.280              4.268             12.214             16.359             16.517             17.147             27.425             44.256             52.842             54.500             53.080             58.449             60.497             62.087             65.603             63.443             65.003             66.443             49.899             16.636              4.876              5.054             18.132             22.605             19.393             17.000             21.232             34.811             39.405             36.254             29.113             22.989             16.145             12.590             10.731              8.337              6.578              5.069              3.058              0.982              0.010              0.276              0.525              0.171              0.104              0.076              0.065              0.026              0.017              0.015              0.011              0.007              0.005              0.003              0.003              0.003              0.003              0.003              0.002              0.001         50.667        112.138          0.982          0.280         34.121        131.766        252.947         60.363         82.740          1.034          0.219         42.379         97.087              ?              ?              ?              ?        807.949              ?              ?              ?              ?          0.000         19.637          0.000         16.487          0.416        112.500        114.595          3.485         42.433         72.162        334.354          1.326       6584.070              ?          0.000        185.863         50.528       6011.999                 ?                      ?         53.564       4269.190          0.574              ?              ?          0.000          0.000          6.459          6.459          0.000          0.000         54.445         21.875         13.443         15.974          0.461          7.635         84.813       1226.773        138.183        117.410         77.418         74.573         -2.440
      1997         8       231        19         10.000              1.262              3.530             12.066             16.295             16.298             16.648             27.360             43.893             52.690             54.274             52.909             58.214             59.994             61.935             65.504             63.341             64.905             66.348             49.827             16.612              5.699              4.690             17.866             22.604             19.455             16.987             21.443             34.836             39.397             36.263             29.099             23.025             16.293             12.584             10.728              8.336              6.585              5.086              3.076              0.989              0.028              0.241              0.500              0.181              0.109              0.077              0.077              0.029              0.020              0.014              0.013              0.007              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         50.859        112.419          0.950          0.302         33.153        130.544        251.736         60.586         82.993          1.005          0.237         41.302         96.050              ?              ?              ?              ?        803.904              ?              ?              ?              ?          0.000         19.637          0.000         16.617          0.491        114.700        120.533          3.797         45.539         74.994        335.042          1.318       6590.248              ?          0.000        187.334         54.569       6011.984                 ?                      ?         55.530       4337.942          0.580              ?              ?          0.000          0.000          7.092          7.092          0.000          0.000         54.718         21.964         13.508         16.344          0.436          8.219         85.653       1226.804        138.717        119.376         78.374         74.771         -2.770
      1997         9       246         3         10.000              3.813              5.768             11.750             16.292             16.294             16.637             27.352             43.583             52.571             54.072             52.763             58.001             59.638             61.795             65.409             63.245             64.816             66.262             49.761             16.590              4.249              6.880             17.424             22.601             19.504             16.959             21.652             34.844             39.387             36.258             29.079             23.054             16.423             12.582             10.725              8.335              6.592              5.104              3.095              0.996              0.121              0.296              0.489              0.193              0.118              0.086              0.087              0.031              0.021              0.015              0.013              0.006              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         51.154        112.653          1.099          0.333         37.623        130.152        250.760         60.906         83.207          1.158          0.263         45.770         95.719              ?              ?              ?              ?        806.412              ?              ?              ?              ?          0.000         19.637          0.000         16.737          0.566        123.500        126.547          4.074         49.274         77.273        335.744          1.497       6595.775              ?          0.000        188.349         58.266       6011.921                 ?                      ?         62.312       4818.745          0.619              ?              ?          0.000          0.000          6.469          6.469          0.000          0.000         55.203         22.055         13.571         16.937          0.580          8.702         86.101       1226.782        138.723        119.700         79.158         74.921         -3.085
      1997         9       261        18         10.000              1.269              5.148             12.226             16.293             16.294             16.637             27.352             43.422             52.511             53.960             52.684             57.881             59.543             61.673             65.320             63.156             64.733             66.182             49.701             16.570              3.746              7.652             18.244             22.607             19.552             16.944             21.854             34.271             38.895             35.283             28.453             21.787             14.275             12.583             10.723              8.335              6.599              5.122              3.114              1.003              0.027              0.346              0.477              0.217              0.135              0.098              0.099              0.036              0.023              0.016              0.014              0.005              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         52.249        112.068          1.067          0.380         34.936        129.960        250.324         62.025         82.845          1.135          0.301         43.083         95.558              ?              ?              ?              ?        802.553              ?              ?              ?              ?          0.000         19.637          0.000         16.857          0.641        134.300        140.960          4.323         57.506         83.454        331.042          1.513       6600.948              ?          0.000        191.616         64.854       6011.924                 ?                      ?         67.377       5071.992          0.637              ?              ?          0.000          0.000          2.069          2.069          0.000          0.000         56.447         22.209         13.648         17.479          0.532          9.383         88.279       1226.797        138.754        119.994         79.901         74.071         -3.379
      1997         9       265        22         10.000              1.297              8.442             12.246             16.293             16.294             16.637             27.352             43.422             52.511             53.960             52.684             57.881             59.613             61.644             65.297             63.133             64.712             66.162             49.686             16.565              2.452              9.244             18.219             22.613             19.565             16.942             21.906             34.274             38.890             35.284             28.444             21.793             14.321             12.576             10.723              8.335              6.601              5.127              3.119              1.005              0.009              0.409              0.490              0.223              0.138              0.100              0.101              0.036              0.023              0.016              0.014              0.005              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         52.528        112.132          1.131          0.387         38.278        129.960        250.393         62.311         82.904          1.200          0.306         46.425         95.558              ?              ?              ?              ?        805.829              ?              ?              ?              ?          0.000         19.637          0.000         16.889          0.661        145.500        148.821          4.386         65.343         83.478        331.434          1.585       6603.565              ?          0.000        193.140         65.445       6011.961                 ?                      ?         66.178       4978.939          0.631              ?              ?          0.000          0.000          2.042          2.042          0.000          0.000         56.887         22.244         13.669         17.769          0.581          9.330         89.362       1226.825        138.791        120.075         80.089         74.061         -3.452
      1997         9       270        27         10.000              1.277              6.961             12.263             16.293             16.294             16.637             27.352             43.420             52.511             53.957             52.684             57.877             59.661             61.612             65.270             63.105             64.686             66.138             49.667             16.559              3.315              9.113             18.167             22.619             19.582             16.941             21.970             34.279             38.884             35.285             28.433             21.802             14.378             12.567             10.723              8.335              6.604              5.133              3.126              1.008              0.023              0.425              0.502              0.229              0.142              0.102              0.104              0.036              0.024              0.016              0.014              0.005              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         53.214        112.214          1.179          0.396         36.794        129.958        250.434         63.005         82.981          1.250          0.313         44.941         95.556              ?              ?              ?              ?        804.220              ?              ?              ?              ?          0.000         19.637          0.000         16.929          0.686        145.500        150.355          4.461         66.191         84.164        332.261          1.643       6605.808              ?          0.000        193.918         66.084       6011.902                 ?                      ?         65.626       4934.696          0.627              ?              ?          0.000          0.000          2.054          2.054          0.000          0.000         57.641         22.291         13.695         18.484          0.615          9.185         89.760       1226.767        138.830        120.176         80.323         74.050         -3.540
      1997        10       285        12         10.000              3.624             10.739             16.613             23.865             24.265             27.125             41.252             45.258             52.476             53.889             52.636             57.798             59.603             61.518             65.191             63.024             64.611             66.067             49.613             16.541              0.795              1.381              4.876             15.893             23.001             29.230             39.109             36.042             38.868             35.286             28.400             21.827             14.542             12.544             10.722              8.336              6.611              5.150              3.144              1.015              0.302              0.790              1.553              0.645              0.351              0.221              0.226              0.038              0.025              0.017              0.014              0.005              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         22.945        146.816          3.290          0.849         54.841        164.138        250.164         34.445        115.882          3.465          0.660         66.974        125.767              ?              ?              ?              ?        855.710              ?              ?              ?              ?          0.000         63.832          0.000         50.778          0.761        241.000        194.153          4.676         87.208        106.945        336.772          4.208       6613.932              ?          0.000        199.811         61.477       6011.666                 ?                      ?         62.103       4656.381          0.606              ?              ?          0.000          0.000          3.908          3.908          0.000          0.000         61.971         23.315         14.280          3.801          1.610          8.101         91.309       1226.438         66.594         94.790         94.806         74.068         -3.792
      1997        10       300        27         10.000              1.291              8.456             16.259             22.054             22.328             24.633             38.572             45.623             52.478             53.888             52.637             57.802             59.827             61.443             65.120             62.949             64.541             66.000             49.563             16.524              1.907              4.410              9.127             17.534             23.437             28.727             38.633             36.370             38.821             35.213             28.320             21.748             14.503             12.525             10.722              8.337              6.619              5.167              3.162              1.021              0.303              0.868              2.902              0.795              0.437              0.260              0.276              0.041              0.027              0.017              0.014              0.005              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         32.978        146.577          4.868          1.028         48.060        157.395        250.393         44.696        115.448          5.087          0.795         59.224        119.992              ?              ?              ?              ?        841.989              ?              ?              ?              ?          0.000         63.820          0.000         50.429          0.836        249.600        216.276          4.873         99.641        116.635        346.304          5.967       6618.127              ?          0.000        204.800         50.146       6010.909                 ?                      ?         62.255       4589.466          0.601              ?              ?          0.000          0.000          1.913          1.913          0.000          0.000         68.059         26.320         16.188          9.359          2.138          6.546         90.132       1225.717         79.504        104.967        100.158         73.976         -4.021
      1997        11       315        11         10.000              1.277              5.799             12.763             17.436             17.779             18.694             30.686             45.140             52.454             53.837             52.602             57.740             59.637             61.377             65.054             62.878             64.476             65.938             49.516             16.508              2.066              6.843             14.655             19.905             24.801             29.399             39.794             36.749             38.820             35.215             28.289             21.775             14.657             12.512             10.724              8.339              6.627              5.184              3.181              1.028              0.285              0.609              2.299              0.527              0.300              0.164              0.155              0.039              0.029              0.019              0.015              0.005              0.004              0.003              0.003              0.003              0.003              0.003              0.002              0.001         43.469        150.153          3.720          0.673         37.275        138.526        250.043         55.869        118.342          3.870          0.508         46.165        103.410              ?              ?              ?              ?        811.592              ?              ?              ?              ?          0.000         63.820          0.000         50.176          0.911        264.300        261.189          5.054        109.687        151.502        360.563          4.469       6624.397              ?          0.000        205.868         43.362       6010.136                 ?                      ?         59.700       4399.319          0.585              ?              ?          0.000          0.000          4.537          4.537          0.000          0.000         72.488         28.744         17.829         13.794          1.660          5.735         89.929       1225.231        114.163        139.495        129.681         74.006         -4.231
